"","Incident.Number","CalendarYear","Month","IncDate","Call_Type","Problem","ResponseArea","Jurisdiction","PriorityDescription","Council_District","Location","Date","dateDay","month","day","season","Fire_Type"
"1236",22026869,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.735784,30.260995)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1237",22026880,2022,"Feb","02/23/2022 12:00:00 AM","Fire","PKG - Auto In Parking Garage","00-0101","AFD","2F","9","(-97.741076,30.262395)",2022-02-23,"02-23",2,23,"Winter","PKG"
"1238",22026885,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3005","AFD","3F","4","(-97.693819,30.368722)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1239",22026890,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0203","AFD","3F","1","(-97.729562,30.273327)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1240",22026898,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0501","AFD","3F","1","(-97.685534,30.277219)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1241",22026910,2022,"Feb","02/23/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","04-2604","AFD","3F","-","(-97.615292,30.276336)",2022-02-23,"02-23",2,23,"Winter","GRASS"
"1242",22026914,2022,"Feb","02/23/2022 12:00:00 AM","Fire","BOX -Structure Fire","04-2604","AFD","1F","-","(-97.615292,30.276336)",2022-02-23,"02-23",2,23,"Winter","BOX"
"1243",22026932,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-4901","AFD","3F","5","(-97.793345,30.148704)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1244",22026934,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2003","AFD","3F","5","(-97.823421,30.211290)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1245",22026936,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","(-97.769660,30.226203)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1246",22026950,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0501","AFD","3F","1","(-97.685490,30.277833)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1247",22026959,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.719551,30.238803)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1248",22026980,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1603","AFD","3F","4","(-97.709136,30.321982)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1249",22027018,2022,"Feb","02/23/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.779572,30.261654)",2022-02-23,"02-23",2,23,"Winter","TRASH"
"1250",22027069,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.764442,30.251999)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1251",22027078,2022,"Feb","02/24/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-0402","AFD","3F","9","(-97.754381,30.282196)",2022-02-24,"02-24",2,24,"Winter","GRASS"
"1252",22027102,2022,"Feb","02/24/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-2103","AFD","1F","10","(-97.765296,30.385887)",2022-02-24,"02-24",2,24,"Winter","BOXL"
"1253",22027104,2022,"Feb","02/24/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-2103","AFD","1F","10","(-97.765296,30.385887)",2022-02-24,"02-24",2,24,"Winter","BOX"
"1254",22027254,2022,"Feb","02/24/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-1801","AFD","2F","1","(-97.680326,30.315494)",2022-02-24,"02-24",2,24,"Winter","AUTO"
"1255",22027288,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","(-97.792029,30.231147)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1256",22027389,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.736020,30.261073)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1257",22027395,2022,"Feb","02/24/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-0601","AFD","1F","9","(-97.750030,30.244801)",2022-02-24,"02-24",2,24,"Winter","BOX"
"1258",22027396,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","5","(-97.757672,30.263288)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1259",22027421,2022,"Feb","02/24/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1801","AFD","3F","1","(-97.680217,30.318511)",2022-02-24,"02-24",2,24,"Winter","ELEC"
"1260",22027463,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.720363,30.239181)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1261",22027529,2022,"Feb","02/24/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-4508","AFD","2F","6","(-97.750646,30.461860)",2022-02-24,"02-24",2,24,"Winter","AUTO"
"1262",22027530,2022,"Feb","02/24/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3503","AFD","3F","3","(-97.724356,30.225596)",2022-02-24,"02-24",2,24,"Winter","ELEC"
"1263",22027541,2022,"Feb","02/24/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-0303","AFD","1F","9","(-97.731316,30.298701)",2022-02-24,"02-24",2,24,"Winter","BOX"
"1264",22027597,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2103","AFD","3F","10","(-97.766470,30.385021)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1265",22027610,2022,"Feb","02/24/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0803","AFD","3F","4","(-97.714588,30.357745)",2022-02-24,"02-24",2,24,"Winter","TRASH"
"1266",22027612,2022,"Feb","02/24/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1802","AFD","3F","1","(-97.685504,30.307180)",2022-02-24,"02-24",2,24,"Winter","ELEC"
"1267",22027665,2022,"Feb","02/25/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0201","AFD","3F","9","(-97.745174,30.282675)",2022-02-25,"02-25",2,25,"Winter","ELEC"
"1268",22027666,2022,"Feb","02/25/2022 12:00:00 AM","Fire","BOXMID -MIDRISE Structure Fire","00-3401","AFD","1F","6","(-97.791675,30.456541)",2022-02-25,"02-25",2,25,"Winter","BOXMID"
"1269",22027672,2022,"Feb","02/25/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-4001","AFD","3F","7","(-97.653066,30.394627)",2022-02-25,"02-25",2,25,"Winter","ELEC"
"1270",22027699,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","(-97.728424,30.226412)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1271",22027701,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.735784,30.260995)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1272",22027709,2022,"Feb","02/25/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-5101","AFD","1F","8","(-97.857126,30.235493)",2022-02-25,"02-25",2,25,"Winter","BOXL"
"1273",22027714,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.700108,30.357647)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1274",22027772,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2303","AFD","3F","4","(-97.681166,30.340402)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1275",22027777,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1504","AFD","3F","3","(-97.700619,30.273119)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1276",22027779,2022,"Feb","02/25/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2306","AFD","3F","4","(-97.700108,30.357647)",2022-02-25,"02-25",2,25,"Winter","GRASS"
"1277",22027787,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.700108,30.357647)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1278",22027824,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3611","AFD","3F","2","(-97.784136,30.169303)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1279",22027880,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1706","AFD","3F","3","(-97.769212,30.236085)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1280",22027909,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","(-97.768840,30.225632)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1281",22027932,2022,"Feb","02/25/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-3102","AFD","1F","10","(-97.789186,30.376396)",2022-02-25,"02-25",2,25,"Winter","BOXL"
"1282",22027943,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.700108,30.357647)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1283",22027958,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","(-97.776590,30.222781)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1284",22027975,2022,"Feb","02/25/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-3501","AFD","1F","2","(-97.744030,30.215723)",2022-02-25,"02-25",2,25,"Winter","BOXL"
"1285",22027981,2022,"Feb","02/25/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3503","AFD","3F","3","(-97.725263,30.214182)",2022-02-25,"02-25",2,25,"Winter","GRASS"
"1286",22027992,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","(-97.756905,30.260566)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1287",22028012,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1703","AFD","3F","5","(-97.777050,30.224352)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1288",22028049,2022,"Feb","02/25/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2104","AFD","3F","10","(-97.743155,30.368504)",2022-02-25,"02-25",2,25,"Winter","TRASH"
"1289",22028058,2022,"Feb","02/25/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-1803","AFD","1F","4","(-97.703562,30.314198)",2022-02-25,"02-25",2,25,"Winter","BOX"
"1290",22028079,2022,"Feb","02/26/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2901","AFD","3F","8","(-97.838760,30.212812)",2022-02-26,"02-26",2,26,"Winter","ELEC"
"1291",22028086,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2805","AFD","3F","7","(-97.719254,30.406085)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1292",22028220,2022,"Feb","02/26/2022 12:00:00 AM","Fire","BRSHL - Brush Alarm / Light","00-2205","AFD","2F","3","(-97.683894,30.231638)",2022-02-26,"02-26",2,26,"Winter","BRSHL"
"1293",22028223,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-4005","AFD","3F","7","(-97.671191,30.424256)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1294",22028240,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.745856,30.263762)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1295",22028309,2022,"Feb","02/26/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-3504","AFD","2F","2","(-97.690598,30.180758)",2022-02-26,"02-26",2,26,"Winter","AUTO"
"1296",22028327,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.719551,30.238803)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1297",22028346,2022,"Feb","02/26/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-4202","AFD","3F","2","(-97.633142,30.204422)",2022-02-26,"02-26",2,26,"Winter","ELEC"
"1298",22028360,2022,"Feb","02/26/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0102","AFD","3F","9","(-97.739677,30.266132)",2022-02-26,"02-26",2,26,"Winter","DUMP"
"1299",22028367,2022,"Feb","02/26/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-3005","AFD","3F","4","(-97.694535,30.367439)",2022-02-26,"02-26",2,26,"Winter","GRASS"
"1300",22028385,2022,"Feb","02/26/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-4101","AFD","3F","1","(-97.611890,30.345061)",2022-02-26,"02-26",2,26,"Winter","ELEC"
"1301",22028388,2022,"Feb","02/26/2022 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-0803","AFD","4F","4","(-97.703998,30.354575)",2022-02-26,"02-26",2,26,"Winter","BBQ"
"1302",22028413,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2104","AFD","3F","10","(-97.743132,30.368493)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1303",22028418,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","(-97.788995,30.230813)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1304",22028485,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","(-97.739006,30.265954)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1305",22028493,2022,"Feb","02/26/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0701","AFD","3F","3","(-97.728482,30.258456)",2022-02-26,"02-26",2,26,"Winter","TRASH"
"1306",22028523,2022,"Feb","02/27/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2202","AFD","2F","3","(-97.732581,30.232416)",2022-02-27,"02-27",2,27,"Winter","AUTO"
"1307",22028560,2022,"Feb","02/27/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-2205","AFD","1F","3","(-97.695303,30.234621)",2022-02-27,"02-27",2,27,"Winter","BOX"
"1308",22028564,2022,"Feb","02/27/2022 12:00:00 AM","Fire","BRSHL - Brush Alarm / Light","00-3611","AFD","2F","2","(-97.783067,30.170950)",2022-02-27,"02-27",2,27,"Winter","BRSHL"
"1309",22028623,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.700108,30.357647)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1310",22028700,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1803","AFD","3F","1","(-97.693750,30.318466)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1311",22028709,2022,"Feb","02/27/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2403","AFD","3F","2","(-97.746884,30.179286)",2022-02-27,"02-27",2,27,"Winter","DUMP"
"1312",22028720,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1707","AFD","3F","3","(-97.747853,30.223618)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1313",22028767,2022,"Feb","02/27/2022 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-3005","AFD","4F","4","(-97.691618,30.370798)",2022-02-27,"02-27",2,27,"Winter","BBQ"
"1314",22028775,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-4901","AFD","3F","5","(-97.811470,30.152131)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1315",22028782,2022,"Feb","02/27/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-3102","AFD","2F","10","(-97.772583,30.382171)",2022-02-27,"02-27",2,27,"Winter","AUTO"
"1316",22028810,2022,"Feb","02/27/2022 12:00:00 AM","Fire","BBQ - Unsafe Cooking","00-3611","AFD","4F","2","(-97.778939,30.177144)",2022-02-27,"02-27",2,27,"Winter","BBQ"
"1317",22028813,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","(-97.739639,30.258003)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1318",22028815,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0203","AFD","3F","1","(-97.715251,30.275817)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1319",22028817,2022,"Feb","02/27/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-0301","AFD","2F","9","(-97.739224,30.288300)",2022-02-27,"02-27",2,27,"Winter","AUTO"
"1320",22028818,2022,"Feb","02/27/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-0301","AFD","2F","9","(-97.740578,30.289516)",2022-02-27,"02-27",2,27,"Winter","AUTO"
"1321",22028827,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","(-97.753743,30.280274)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1322",22028831,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3504","AFD","3F","2","(-97.685158,30.203931)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1323",22028850,2022,"Feb","02/27/2022 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0201","AFD","1F","9","(-97.742942,30.285088)",2022-02-27,"02-27",2,27,"Winter","BOXS"
"1324",22028857,2022,"Feb","02/27/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4004","AFD","3F","1","(-97.648592,30.387004)",2022-02-27,"02-27",2,27,"Winter","GRASS"
"1325",22028864,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.787510,30.165774)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1326",22028871,2022,"Feb","02/27/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-2301","AFD","2F","4","(-97.676003,30.350804)",2022-02-27,"02-27",2,27,"Winter","AUTO"
"1327",22028898,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3802","AFD","3F","6","(-97.797109,30.457593)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1328",22028915,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","(-97.686621,30.332223)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1329",22028917,2022,"Feb","02/27/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","1","(-97.686647,30.332074)",2022-02-27,"02-27",2,27,"Winter","TRASH"
"1330",22028934,2022,"Feb","02/27/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0807","AFD","3F","7","(-97.739333,30.389955)",2022-02-27,"02-27",2,27,"Winter","DUMP"
"1331",22028982,2022,"Feb","02/28/2022 12:00:00 AM","Fire","BOX -Structure Fire","00-1603","AFD","1F","4","(-97.704674,30.332796)",2022-02-28,"02-28",2,28,"Winter","BOX"
"1332",22029004,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","2","(-97.790986,30.167185)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1333",22029025,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.788224,30.164157)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1334",22029076,2022,"Feb","02/28/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2004","AFD","3F","5","(-97.796639,30.216649)",2022-02-28,"02-28",2,28,"Winter","ELEC"
"1335",22029099,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2203","AFD","3F","3","(-97.717300,30.242424)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1336",22029131,2022,"Feb","02/28/2022 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2601","AFD","3F","1","(-97.626021,30.294255)",2022-02-28,"02-28",2,28,"Winter","DUMP"
"1337",22029166,2022,"Feb","02/28/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-0202","AFD","2F","9","(-97.745151,30.278523)",2022-02-28,"02-28",2,28,"Winter","AUTO"
"1338",22029201,2022,"Feb","02/28/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3501","AFD","3F","2","(-97.720207,30.211005)",2022-02-28,"02-28",2,28,"Winter","ELEC"
"1339",22029217,2022,"Feb","02/28/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0202","AFD","3F","9","(-97.745233,30.281557)",2022-02-28,"02-28",2,28,"Winter","ELEC"
"1340",22029266,2022,"Feb","02/28/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-3504","AFD","1F","2","(-97.690497,30.185362)",2022-02-28,"02-28",2,28,"Winter","BOXL"
"1341",22029270,2022,"Feb","02/28/2022 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-0702","AFD","3F","3","(-97.713793,30.253327)",2022-02-28,"02-28",2,28,"Winter","GRASS"
"1342",22029297,2022,"Feb","02/28/2022 12:00:00 AM","Fire","BOXL- Structure Fire","00-3502","AFD","1F","3","(-97.730086,30.223739)",2022-02-28,"02-28",2,28,"Winter","BOXL"
"1343",22029328,2022,"Feb","02/28/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-3808","AFD","2F","6","(-97.788990,30.449122)",2022-02-28,"02-28",2,28,"Winter","AUTO"
"1344",22029364,2022,"Feb","02/28/2022 12:00:00 AM","Fire","AUTO - Auto Fire","00-1701","AFD","2F","3","(-97.770873,30.224289)",2022-02-28,"02-28",2,28,"Winter","AUTO"
"1345",22029365,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0203","AFD","3F","1","(-97.716664,30.274262)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1346",22029381,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1202","AFD","3F","7","(-97.743126,30.325231)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1347",22029400,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","(-97.728512,30.226272)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1348",22029407,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1405","AFD","3F","9","(-97.716003,30.303570)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1349",22029413,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.715411,30.245382)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1350",22029423,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0202","AFD","3F","1","(-97.733904,30.275348)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1351",22029426,2022,"Feb","02/28/2022 12:00:00 AM","Fire","ELEC - Electrical Fire","00-1804","AFD","3F","4","(-97.687361,30.331266)",2022-02-28,"02-28",2,28,"Winter","ELEC"
"1352",22029440,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0702","AFD","3F","3","(-97.721640,30.251880)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1353",22029450,2022,"Feb","02/28/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2203","AFD","3F","3","(-97.720388,30.232414)",2022-02-28,"02-28",2,28,"Winter","TRASH"
"1354",22029473,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2005","AFD","3F","-","(-97.775528,30.202493)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1355",22029492,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","(-97.686621,30.332223)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1356",22029507,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-3403","AFD","3F","6","(-97.803295,30.479426)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1357",22029522,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2203","AFD","3F","3","(-97.717300,30.242424)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1358",22029530,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.736512,30.261203)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1359",22029531,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2104","AFD","3F","10","(-97.743132,30.368493)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1360",22029538,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-4902","AFD","3F","5","(-97.785956,30.165072)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1361",22029546,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2004","AFD","3F","5","(-97.806312,30.221825)",2022-03-01,"03-01",3,1,"Winter","TRASH"
"1362",22029547,2022,"Mar","03/01/2022 12:00:00 AM","Fire","TRASH - Trash Fire","00-2901","AFD","3F","8","(-97.850444,30.183938)",2022-03-01,"03-01",3,1,"Winter","TRASH"
